id,filename,speaker,tags,transcription,
595,GOTTA%20GO%20TO%20WORK.mp3,unknown woman,gotta work,im sorry guys I gotta go to work,
596,GOTTA%20LOVE%20'EM%20UP.mp3,cat,love em up,you gotta love em up,
597,GOTTA%20RUN-ELLEN.mp3,caller ellen,gotta run ellen,well fellas gotta run,
598,GRANDKIDS%20WATCHING%20DOUG.mp3,paul from wc,paul weekend sports,my grandkids are going to be watching you doing weekend sports,
599,GRANDMOTHERS%20BREATH.mp3,jay jr,jay grandmother,shes stronger than grandmothers breath,
600,GRAYSEXUAL.mp3,unknown man,graysexual ,graysexual to me is someone who is between asexual and someone who is sexual,
601,GREAT%20DAY.mp3,plowboy,great day plowboy,its gonna be a great day,
602,GREAT%20JOB.mp3,unknown man,great job,well youre doing a great job on that program,
603,GRIKICH.mp3,unknown man,grikich grichuk,grikich,
604,GRINDERS%20AND%20MUCKERS.wav,wayne gretzky ,grinders muckers,the grinders the muckers,
605,GRIP%20YOUR%20SEED.mp3,tim,seed grip,ill grip onto your seed bro,
606,GRUNT.wav,unknown man,grunt,grunt noise,
607,GUNS%20N'%20BUTTER.mp3,tim,guns butter,guns and butter baby guns and butter,
608,GUY%20GETS%20RAPED.mp3,steve in wildwood,guy raped,watching that one guy get raped,
609,GUY%20IS%20ATTRACTIVE.mp3,charlie,charlie guy attractive,that guy is attractive doug,
610,GUY%20MAKES%20ME%20WET.mp3,tim,wet guy,this guy makes me wet,
611,GUYS%20ARE%20TIGHT.wav,unknown man,tight,you guys are tight,
612,GUYS%20HIT%20ON%20ME.mp3,tim,hit on me,I like when guys hit on me,
613,GUYS%20PLAY.wav,tim,guys play ,guys like to play with each other,
614,GUYS%20WANNA%20BANG%20YOU.mp3,tim,guys bang,a lot of guys wanna bang you,
615,GabeTalkingToMe.wav,gabe dearmond ,talking ,talking to me,
616,Glick%20Europe.wav,jiminy glick ,europe jiminy,they say hes even popular in europe,
617,HA%20HA%20HA.wav,unknown man,ha ha ha ,ha ha ha,
618,HAD%20A%20GENTLEMAN.wav,Rich from Maryland Heights,rich gentleman,I just had a gentleman,
619,HAENCHEN%20FAN.mp3,cat,haenchen,ive been a haenchen fan since 1984,
620,HAHA%20OK.wav,unknown woman,ha ok,ha ha ok,
621,HAHA%20SORRY.mp3,unknown man,sorry,haha sorry,
622,HAIR%20=%20BEAR.wav,willy,bear,I dont think you need to have hair to be a bear,
623,HANDLING%20YOURSELF.mp3,tim,handling lounge masterbate,what are you doing are you in a lounge chair handling yourself,
624,HANDS%20AND%20KNEES.mp3,unknown man,wwe hands knees apologize,get down on your hands and knees and apologize,
625,HANDS%20IN%20THERE.wav,doug,hands ,wouldnt you feel the hands up in there,
626,HANGING%20UP.wav,unknown man,hanging up,hanging up,
627,HANKORING%20FOR%20SOME%20WEEN.mp3,tim,hankoring ween,I just had a hankoring for some ween,
628,HAPPY%20GILMORE.wav,unknown man,happy gilmore sfw,happy gilmore accomplished that feat no more than an hour ago,
629,HARD%20AND%20DEEP.wav,cat,hard deep cat,looking hard and deep,
630,HARD%20TO%20KICK.mp3,plowboy,plowboy kick,its a hard one to kick,
631,HARDCORE%20BUSCH%20LIGHT%20DRINKER.mp3,ryan kelley,busch light kelly,im a hardcore busch light drinker,
632,HASHY%20SANDY.wav,plowboy,hashy sandy,hashy sandy,
633,"HATE%20US,%20AIN'T%20US.mp3",joe roderick,hate aint roderick,the hate us cuz they aint us,
634,HAVE%20JUST%20EATEN.mp3,charlie,eaten charlie,I had just eaten im not going to lie,
635,HAVENT%20SEEN%20THOSE%20STATS.mp3,tim,stats ,I havent seen those stats,
636,HE%20HE%20HE.wav,unknown man,hee,hee hee hee hee ,
637,HE%20IS%20SPRUNG.mp3,cat,sprung,he is sprung,
638,HE%20PLAYED%20YOU.mp3,charlie,played charlie,he played you,
639,HE%20WAS%20ADORABLE-BENJAMIN.mp3,benjamin hochman,adorable hochman,he was adorable,
640,HE'S%20HOT%20(HITCH).wav,ken hitchcock,hitchcock hot,I dont know that hes hot,
641,HE'S%20REALLY%20GOOD.mp3,prodjoe,good prodjoe,hes really good,
642,HEAD%20FIRST.wav,unknown man,headfirst,you have to go head first,
643,HEAD%20IN%20GLORYHOLE-LARRY.mp3,larry nickel,larry gloryhole,he can go stick his head in a gloryhole,
644,HEARING%20AID.mp3,unknown man,hearing aid deaf,you need a hearing aid,
645,HEAVY%20GAY%20EMPHASIS.mp3,doug,gay,heavy gay emphasis ,
646,HEAVY%20PETTED%20HER.wav,tim,heavy petting petted,I heavy petted her,
647,HEGONE%20CHARLIE.wav,charlie,he gone charlie,he gone,
648,HELL%20NO.wav,Rich from Maryland Heights,hell rich,hell no,
649,HELL%20OF%20IDEA.wav,plowboy,idea plowboy,that is one hell of an idea buddy,
650,HELLO%20DOUG.wav,caller ellen,hello ellen,well hello doug,
651,HELLO%20I'M%20LEAVING.mp3,unknown woman,leaving ,hello im leaving,
652,HELLO%20NEIGHBOR.wav,unknown man,neighbor,hello neighbor,
653,HERE%20COMES%20BIG%20MAN.wav,dan mac,big man dan,here comes the big man,
654,HEROIN%20UP%20ASS.mp3,tim,drug mule heroin,I usually have a baloon of heroin up my ass,
655,HES%20GOT%20UPS.wav,doug,ups jump,hes got ups,
656,HEY%20BROAD.wav,charlie,charlie broad,hey broad,
657,HEY%20DOC%20TAKE%20A%20LOOK%20OVER%20HERE.mp3,charlie,doc look charlie,hey doc why dont you take a look over here,
658,HEY%20DOUG%20(WHISPER).mp3,charlie,hey doug charlie,hey doug,
659,HEY%20GAL.mp3,doug,hey gal,hey gal,
660,HEY%20HEY.wav,unknown woman,hey,hey hey,
661,HEY%20MISTER.mp3,willy,mister willy,hey mister,
662,HEYMAN-TRA%20LA%20LA%20LA.mp3,unknown man,tra la,tra la la la,
663,HI%20I'M%20DARIN.mp3,plowboy,darin spring training,hi im darin great to meet you,
664,HI%20YOU%20GUYS.wav,unknown woman,hi,hi you guys,
665,HIDE%20YOUR%20GAY.mp3,tim,hide gay mason dixon,usually below south of the mason dixon line you have to at least hide your gay,
666,HIRE%20TWINKS.wav,tim,twinks hire,I do like to hire twinks,
667,HISSY%20TANTRUM.mp3,plowboy,hissy tantrum,just a big ol hissy trantrum,
668,HIT%20THE%20NAIL%20CAT.mp3,larry nickel,nail on head larry,you hit the nail on the head cat,
669,HITTING'S%20HARD.mp3,unknown man,hitting,hittings hard,
670,HOCKEY%20GODS.mp3,ken hitchcock,hockey gods hitchcock blues,hockey gods took care of us,
671,HOES%20IN%20STABLE.mp3,timberfake,timberfake hoes in stable phillies paddock,I got a lot of hoes in my stable,
672,HOLLA%20AT%20YO%20BOY.mp3,doug,manchild holla holler at yo your boy,holla at yo boy,
673,HOLLIDAY%20AS%20ROSIE.wav,matt holliday ,holliday rosenthal ,ill be a starter soon I just gotta tell mike,
674,HOLLIDAY-GREAT%20RADIO%20SHOW.mp3,matt holliday ,holliday radio,hes got that amazing radio show,
675,HONOR%20TO%20SPEAK%20WITH%20TIM.mp3,unknown man,lemming honor ,first thing is what a privelidge it is to speak with tim mckernan,
676,HOOSIERS%20A%20HOOSIER.mp3,cat,hoosier,I think a hoosier is a hoosier no matter where you are geographically,
677,HORNY.mp3,unknown man,horny,im horny,
678,HORRENDOUS%20PRESENTATION.wav,doug,horrendous presentation,this is such a horrendous presentation,
679,HOSTS%20ALL%20CURIOUS.mp3,tim,curious host gay,every host of this show sounds to be at the very least curious,
680,HOT%20AIR.mp3,charlie,hot air charlie,all the hot air coming out of your mouth,
681,HOT%20BOD%20IN%20HOT%20BIKINI.mp3,unknown man,hot bod bikini ,not to mention her hot bod that looks hot in a bikini,
682,HOT%20BROADS.mp3,janie the lesbian,hot broads,theres a lot of hot broads out there,
683,HOT%20GUY.wav,tim,hot guy ,whos going to turn down a hot guy,
684,HOT%20ITEM.wav,tim,hot item,youre a hot item,
685,HOT%20LASS.mp3,larry nickel,hot lass larry,shes uh a hot lass,
686,HOT%20MAIL.wav,doug,hotmail douchebag,hotmail screams douchbag,
687,HOT%20MILK-TIMBERFAKE.mp3,timberfake,hot milk timberfake,I need hot milk,
688,HOT%20OLDER%20GUY.mp3,cat,older hot guy,for an older guy your hot,
689,HOT%20PLAYER.mp3,doug,hot player,you gotta go with your hot player,
690,HOT%20SHOT.wav,unknown man,hot shot,hahaha ok hot shot,
691,HOT%20SIDELINE%20REPORTER.mp3,unknown man,sideline reporter,every town has like a hot sideline reporter and it was cool meeting stls last night,
692,HOT%20TAKES%20ON%20TMA-LARRY.mp3,larry,hot takes larry,go ahead with the hot takes on the ryan kelley morning after,
693,HOTTEST%20TWINKS.mp3,tim,hottest twinks,wherever the hottest twinks are bro,
694,HOW%20ARE%20YOU%20DOUG.mp3,jay jr,jay how are,how are you Doug?,
695,/HOW%20BOUT%20THIS%20WEATHER.wav,tim,weather,how bout this weather?,
696,HOW%20WE%20DOIN.mp3,unknown man,how we doin,how we doin fellas,
697,HOW%20YA%20DOIN.wav,unknown woman,how doin,how ya doin boys,
698,HUH-LARRY.mp3,larry,huh larry,huh,
699,HUMMING%20BIRD%20TOUNGE%20BOY.mp3,tim,tongue hummingbird ,you have the tongue of a hummingbird boy,
700,HUMP%20DAY.wav,unknown man,hump day,hump day,
701,HUNG%20LIKE%20A%20BULL.mp3,tim,hung bull,hung like a spanish fighting bull,
702,HUNGER%20STRIKE-TJ%20MOE.mp3,tj moe,hunger strike tj moe,you dont need hard work you dont need intelligence you dont need a good break you just need a good old fashioned hunger strike to get what you want,
703,Holy%20Cow.mp3,alpena ,holy cow alpena,holy cow ,
704,I%20AM%20GREAT-CAT.mp3,cat,great cat,well I am great wouldnt you say,
705,I%20DON'T%20KNOW.mp3,willy,dont know willy,I dont know,
706,I%20DONT%20CARE.wav,unknown man,dont care,I dont care,
707,I%20HAVE%20NEVER.mp3,doug,have never,I have never in my live long life,
708,I%20LIKE%20HAMHOCKS.mp3,charlie,hamhocks charlie,I like hamhocks,
709,I%20LIKE%20IT-PLOWBOY.mp3,plowboy,plowboy like it,I like it,
710,I%20LOVE%20GIVING%20HUGS.mp3,unknown man,love hugs,I love giving hugs,
711,I%20LOVE%20TIM.mp3,unknown man,lemming,I love tim,
712,I%20LOVE%20YOU%20DOUG-JACKIE.mp3,jackie,jackie love doug,you know I love you doug,
713,I%20Love%20It%20.mp3,unknown man,love it,I love it,
714,I%20NEED%20DADDY%20TO%20GIVE%20ME%20ORDERS.wav,unknown woman,porn daddy orders sub,im a very obedient girl I need daddy to give me orders,
715,I%20WANT%20TO%20BANG%20TIM-LARRY.mp3,larry nickel,bang larry lemming,I want to bang tim,
716,I%20WANT%20TO%20SCREW%20YOU.mp3,unknown man,screw,and then I wanted to screw you,
717,I%20WAS%20IN%20BED.wav,willy,bed willy,I was in bed,
718,I'M%20A%20PRO.wav,unknown man,pro,im a pro,
719,I'M%20HOT-LARRY.mp3,larry nickel,hot larry,im hot,
720,I'M%20NOT%20GAY.wav,unknown man,gay,im not gay,
721,I'M%20PRETTY%20HOTH.mp3,tim,hoth ,im pretty hoth,
722,I'M%20THE%20BULL.mp3,jimmy the bull,bull,im not hard to find im the bull,
723,I'M%20THE%20DOUCHE.mp3,plowboy,douche plowboy,im the douche,
724,I'M-A%20DO%20ME.wav,charlie,ima do me charlie,"you do you, ima do me",
725,I'VE%20WORKED%20IN%20TV.mp3,charlie,network television journalism charlie,ive worked in television for 11 years professionaly ,
726,IDIOT.mp3,cat,idiot,what an idiot,
727,IDK%20IF%20THATS%20WHAT%20YOU%20SAID.wav,weezer,weezer dunno,I dont know if thats what you said,
728,IF%20ONLY%20WE%20COULD%20BE%20DOUG.mp3,unknown man,could be doug,if only we could be doug vaughn,
729,IF%20WE%20WERE%20SMART.mp3,charlie,smart charlie,"and if we were smart, which we werent ",
730,IGGY%20CUCKOLD.wav,iggy,cuck hedonism iggy mmf threesome swinger,a nice lady and her husband come up and asked if I wanted to join them in the pool,
731,ILLEGAL%20FORMATION.mp3,unknown man,rams illegal formation,illegal formation the whole right side of the line was not on the line of scrimmage ,
732,IM%20A%20COOL.mp3,big al,cool big al,cat tell em im a cool,
733,IM%20A%20GAY.mp3,unknown man,gay,im a gay,
734,IM%20AWESOME-LARRY.mp3,larry nickel,awesome larry,and im awesome,
735,IM%20EXCITED.wav,unknown woman,woman excited,im excited,
736,"IM%20LACTATING,%20THX.wav",chaps,lactating chaps,doug im lactating thanks,
737,IM%20PRETTY%20DAMN%20GOOD.wav,tim,damn good,yea im pretty damn good,
738,IM%20STICKING%20IT%20IN.wav,tim,stick in,Ill tell you what im doing im sticking it in,
739,IMPERIALISTIC%20BASTARD.wav,unknown man,imperialistic bastard,imperalistic bastard,
740,IN%20BED%20.mp3,tim,bed,doug and I watched it in bed,
741,IN%20GAY%20COMMUNITY.mp3,plowboy,gay community twink plowboy,basically doug I would be in the gay community a twink,
742,IN%20THE%20BUTT.mp3,tim,butt,what what in the butt,
743,IN%20THE%20PAST%20JIM.wav,matt holliday ,past matt holliday,dont live in the past jim,
744,IN%20YOUR%20MOUTH.mp3,plowboy,inch mouth oral,quarter inch in your mouth,
745,INCHES%20NEED%20TO%20BE%20FILLED.mp3,unknown man,inches filled,there are inches of open spaces that need to be filled,
746,INDIFFERENT%20TO%20DOUG.mp3,joe strauss,strauss indifferent,totally indifferent to what doug says,
747,INSIDE%20SKINNY.wav,cat,inside skinny,thanks for the inside skinny,
748,INSTANT%20LEGEND.mp3,charlie,legent,instant legend,
749,INTELLIGENT%20GAY%20GUYS.mp3,tim,intelligent gay,guys who are intelligent but very gay,
750,INTERESTING%20SEGMENT.mp3,unknown woman,interesting segment,yea it was definitely an interesting segment ,
751,INTERN%20MIKE.wav,tim,intern twink,intern mike is a cute little twink,
752,INTERRUPT.mp3,unknown man,interrupt,I dont want to interrupt anything am I interrupting something,
753,INTO%20THE%20GAYS.mp3,katie kay,katie kay kkd lesbian gays,I guess im probably into the gays though,
754,IRISH%20WISKEY%20&%20SMALL%20PENIS.mp3,tim,irish penis small,theres al mcguire and hes gonna have some irish whiskey with a small penis,
755,IS%20THIS%20JAY%20JR.mp3,timberfake,timberfake jay randolph,is this randolph jr,
756,IS%20TIM%20HERE%20(MO).mp3,john mozeliak,mozeliak ,is tim here,
757,IS%20TIM%20THERE.mp3,caller adam,there tim adam,is tim there,
758,IT%20MATTERS.wav,frank cusumano,matters frank it matters it matters,,
759,IT%20SUCKED.wav,unknown man,sucked terrible,aw it sucked,
760,IT%20SUCKS.wav,caller adam,sucks adam,it sucks,
761,IT'LL%20BE%20ALRIGHT.mp3,rick hummel ,hummel breath alright,take a deep breath itll be alright,
762,IT'S%2050-50.mp3,charlie,charlie undecided,its 50 50,
763,IT'S%20IN%20THERE.wav,mike lee,lee in there,its in there,
764,ITCH%20TO%20SCRATCH.mp3,tim,itch scratch,dont you have an itch you have to scratch,
765,ITS%20A%20SPANIEL.mp3,charlie,spaniel charlie,its a spaniel,
766,ITS%20DAMN%20TRUE-LARRY.mp3,larry nickel,true larry,its true its true its damn true,
767,ITS%20NOT%201967%20DOUG.mp3,unknown man,past ,its not 1967 anymore doug,
768,ITS%20OKAY%20DOUG.wav,larry nickel,okay larry,its ok doug,
769,ITS%20THE%2090S.wav,tim,relationships,its the 90s and open relationships were all the rage,
770,ITS%20THE%20SEC.wav,unknown man,sec,its the sec man,
771,ITS%20TRUE.wav,joe roderick,roderick true,its true doug,
772,IZZO.wav,dick vitale,izzo vitale tournament ncaa march madness italian,sorry tom izzo,
773,JACK%20KENNEDY%20OF%20LESBIANISM.mp3,tim,lesbianism jack kennedy,im the jack kennedy of lesbianism,
774,JANIE%20WANT%20TO%20TOUCH.mp3,jay jr,lesbian janie jr touch,janie you want to touch,
775,JARED%20FROM%20SUBWAY%20CUTOUT.mp3,unknown man,jared subway cutout,hey doug what are you going to do with your jared from subway cutout,
776,JASMIN%20SIDE%20OF%20DOUG.mp3,jasmine huda,jasmine huda kmov,well I have never seen this side of you doug,
777,JAY%20JR%20BULL.mp3,plowboy,jay bull plowboy,sounds like jay jr is more of a bull than we thought,
778,JENNA%20SCHOOL.mp3,unknown woman,jenna,the jenna school,
779,JERK%20OFF%20TEXTERS.mp3,charlie,texters charlie jerk,all these jerk off texters,
780,JEWISH%20RIGAMAROO.mp3,caller adam,jewish jha adam rigamaroo,that sounds like a bunch of jewish rigamaroo,
781,JHE%20SCOUTING%20DOUG.mp3,cat,jhe jewish scouting cat,JHE is scouting Doug Vaughn,
782,JHE%20XMAS.mp3,unknown man,xmas jhe holidays christmas jewish,I didnt realize that jim hayes enterprises celebrated the xmas side of the holiday,
783,JIM%20ROSS.wav,jim ross,wwe jim ross wrestling slobberknocker,its going to be a sloberknocker,
784,JIMMYS.wav,charlie,jimmys condom charlie,arent jimmys a name for a condom,
785,JOE%20ON%20JORTS.wav,prodjoe,jorts prodjoe aroused hard,theres nothing that gets me harder than jorts,
786,JOE%20RODERICK%20BROADCASTING.mp3,doug,joe roderick broadcasting engineering,welcome to joe roderick broadcasting,
787,JOE%20RODERICK%20LEAGUE.mp3,prodjoe,prodjoe joe roderick fantasy league,hey I dont run a joe roderick league,
788,JOHN%20KELLEY%20CANT%20WAIT%20TO%20SEE%20CAT.mp3,john kelley,cat john kelley ,cat I cant wait to see you,
789,JORDAN%20WALDEN%20BALOON%20PARTY.mp3,joe strauss,strauss walden,jordan walden baloon party is on its way,
790,JOURNALISM%20VICTORY.wav,unknown man,journalism,a journalism victory,
791,JUICES%20SQUIRTING%20EVERYWHERE.wav,charlie,juices squirting charlie,juices squirting everywhere,
792,JUMP%20FENCE.mp3,cat,jump fence,they were screaming at him they were going to jump the fence come on the field and have their way with him,
793,JUNK%20IN%20TRUNK.mp3,willy,junk trunk booty,you like some junk in the trunk,
794,JUST%20A%20CRACKER.wav,cat,cracker cat caulk,you are just a cracker,
795,JUST%20A%20TITCH.wav,cat,titch,eh its just a titch,
796,JUST%20AMAZING.mp3,plowboy,amazing plowboy,that was just amazing,
797,JUST%20BLESSED.wav,unknown man,blessed,im just blessed,
798,JUST%20GO%20AT%20IT.wav,willy,willy,we all just sit down and go at it,
799,JUST%20MAKE%20OUT.mp3,prodjoe,make out kiss joe prodjoe,lets just make out,
800,JUST%20THE%20TIP-HOCHMAN.mp3,hochman,tip hochman,just the tip,
801,Jackie%20Doug.wav,jackie,jackie holes,no I was takling to doug,
802,Janoris%20Jenkins%20Loves%20LA.mp3,janoris jenkins,janoris jenkins la rams,omg I love LA,
803,KAY'S%20CAB%20DRIVER.wav,kay adams,kay adams taxi cab,its crazy because I want to know who are you,
804,KEEP%20IT%20AT%20HOME.wav,unknown man,home,keep it at home,
805,KEEP%20IT%20DIRTY.mp3,tim,air force ones dirty,but doug that doesnt mean we arent going to keep it real dirty dirty you know how I do,
806,KEEP%20ON%20STEPPIN'.mp3,tim,steppin,keep on steppin,
807,KEEP%20ROCKIN'.mp3,unknown man,free world,you guys just keep on rockin in the free world,
808,KEEP%20THE%20CHANGE.wav,unknown man,keep the change home alone,keep the change you filthy animal,
809,KICKED%20OFF%20FAN%20PAGE%20.mp3,unknown man,fan page blocked,I for whatever was blocked from the fan page and it really pissed me off,
810,KINDA%20NAUGHTY.wav,unknown woman,naughty lesbian,its kinda naughty,
811,KINKY%20MOM.wav,prudence,prudence kinky,hi im prudence todays letter is about a kinky mom,
812,KISSED%20A%20MAN.wav,unknown woman,kissed man gay homo,well I have kissed a man,
813,KISSIMMEE%20DOUG.mp3,willy,kiss kissimmee,kissimmee doug,
814,KISSING%20COUSIN.wav,unknown man,kissing cousin,kissing cousin hey hey,
815,KISSING%20JOHN%20VAUGHN%20ON%20MOUTH.mp3,tim,john vaughn kiss mouth,when did you stop kissing john vaughn on the mouth,
816,KISSY%20KISSY-TOUCHY%20TOUCHY.mp3,plowboy,kissy touchy plowboy,a little kissy kissy touchy touchy,
817,KNIGHT%20AND%20HORSE%20BABY.mp3,tim,knight horse,"ill be like a knight, and you can be my horse",
818,KNOCKED%20UP%20A%20BIT.mp3,cat,knocked up,"seems to be thats just part of the job, youre going to get knocked up a bit",
819,KNOCKING%20BALLS.wav,willy,balls knocking,knocking balls,
820,KNOW%20BETTER...ASS%20HATS.wav,tim,ass hats,know better you ass hats,
821,KNOW%20HOW%20IT%20IS.wav,jim edmonds,know how ,"you know how it is doug, damn",
822,KROENKE%20ARRESTED.mp3,Vince McMahon,vice mcmahon kroenke arrested,stan kroenke should be arrested,
823,"KYLIE,%20OHHH.mp3",unknown woman,kylie ,kylie oh,
824,LADIES%20ARE%20GONNA%20LOVE%20YA.wav,jerry seinfeld,ladies love seinfeld,the ladies are gonna love ya,
825,LADY'S%20TEE.wav,ken hitchcock,ladys ladies tee hitchcock,not gonna miss it from the ladies tee to there,
826,LAID%20OFF%20BECAUSE%20OF%20BIG%20AL.mp3,unknown man,big al laid off fired,ten thousand of us got laid off because of big al,
827,LANCE%20LYNN%20SHORT%20N%20SWEET.mp3,rene knott,lance lynn rene interview,howd it feel to pitch with a lead like that?  Nice,
828,LAND%20OF%20MIDGETS.wav,doug,midgets,that come from the land of midgets,
829,LARGE%20MAN.wav,charlie,large charlie,im a large man,
830,LARRY%20ON%20RAMS%20LEAVING.mp3,larry nickel,larry kroenke rams,"if they do move, stan kroenke is going to have you know what to pay",
831,LARRY-GLORY%20HOLES.mp3,larry nickel,larry nickel glory holes,and glory holes,
832,LARRY-LETS%20NOT%20GO%20THERE.wav,larry nickel,go there larry,lets not go there doug,
833,LARRYS%20MUSTACHE.wav,tim,larry mustache bushy,larrys bustache is so bushy,
834,LAY%20DOWN%20HOSSANAS%20TO%20BROADCAST%20HERO.mp3,doug,hossanas hero,they can go to tims page and lay hossanas at our broadcast hero,
835,LAZY%20LOSERS.wav,Rich from Maryland Heights,rich lazy losers,thats what lazy losers do,
836,LEAVE%20ME%20QUIVERING.mp3,doug,quivering,it doesnt leave me quivering ,
837,LEAVE%20YOU%20QUIVERING.wav,frank cusumano,frank quivering ,and leave you quivering ,
838,LEFT%20HANDED%20CRANK.mp3,joe strauss,strauss crank,some left handed crank,
839,LEGEND.mp3,larry nickel,legend larry,thats why I am a legend,
840,LEMMINATING-ADMIRE%20TIM.mp3,fitchick,fitchick lemming ,I really really admire you guys and like I said I admire tim,
841,LEMMING-STRAUSS.mp3,joe strauss,joe strauss lemming,what is a power lemming,
842,LESBIAN%20ACTIVITY.mp3,tim,lesbian activity,I prefer more lesbian activity,
843,LESBIANS%20SCISSOR.mp3,caller adam,lesbians scissor adam trib,do lesbians really scissor ,
844,LET%20HIM%20HAVE%20A%20THREESOME.mp3,ryan kelley,kelly threesome,leave the guy alone and let him have a threesome,
845,LET%20IT%20OUT%20BABY.wav,cat,cat let out,let it out baby,
846,LET%20ME%20FINISH.wav,unknown man,finish,let me finish,
847,LETS%20BE%20HONEST.mp3,charlie,honest charlie,lets be honest,
848,LETS%20DISROBE.wav,cat,disrobe naked cat,lets disrobe now,
849,LETS%20MAKE%20IT%20HAPPEN.mp3,unknown woman,make it happen,lets make it happen,
850,LICKS%20HER.mp3,unknown man,licks,he just licks her,
851,LIKE%20A%20DIRTY.mp3,unknown woman,hardcore dirty,I like a little hardcore like a dirty,
852,LIKE%20HEARING%20THAT.wav,mike matheny,matheny ,I like hearing that,
853,LIKE%20HER%20TOES.mp3,jimmy the bull,bull toes feet,youre going to like her toes,
854,LIKE%20MY%20FEET.mp3,unknown woman,feet fff foot,I like my feet,
855,LIKE%20THAT%20DOUG.mp3,cat,cat,and I like that doug,
856,LIKE%20TIM%20ALOT.mp3,caller adam,adam lemming,and I like it tim a lot ,
857,LIKE%20TO%20SPANK.mp3,unknown woman,spanked,you like to be spanked,
858,LISTEN%20TO%20THIS%20GUY-STRAUSS.mp3,joe strauss,listen strauss,oh my gosh listen to this guy,
859,LISTENER%20TALK.wav,tim,listeners,this is what our listeners want to talk about bro,
860,LISTENERS%20HOOK%20UP.mp3,tim,listeners hooking up,I guess our listeners are all hooking up bro,
861,LISTENING%20TO%20THE%20SHOW.mp3,unknown woman,women listening,so I recently started listening to tma show god knows why,
862,LITTLE%20CREEPY.mp3,joe strauss,strauss creepy,sounds a little creepy to me I dont know,
863,LITTLE%20FUSSY.mp3,willy,fussy willy,a little fussy,
864,LITTLE%20KID%20LAUGH.mp3,unknown kid,laugh,ha ha ha,
865,LITTLE%20SUPRISE.wav,plowboy,surprise plowboy,I got a little surprise for ya,
866,LITTLE%20WETNESS.wav,jeff abeln,wetness abeln,I enjoy a little wetness too,
867,LITTLE%20WHORE.mp3,unknown man,whore ,youre a little whore,
868,LIVE.wav,tim,live ,live,
869,LOB.wav,richard sherman,lob,lob,
870,LOCAL%20HERO.wav,unknown man,local broadcast hero mckernan,local broadcast hero tim mckernan,
871,LOCAL%20NEWS%20IS%20DEAD%20MEDIA.mp3,caller adam,local news media adam,local news is a dead media,
872,LOCAL%20NEWS%20NOT%20FOR%20EVERYONE.mp3,charlie,local news charlie,very few people can be on local news,
873,LOCK%20STOP%20BARREL.mp3,plowboy,lock stock barrell,lock stock and barrell right now,
874,LOLZ.wav,tim,lol,lolz,
875,LONG%20HAIR%20DONT%20CARE.wav,charlie,long hair care charlie,long hair dont care,
876,LONG%20JOURNEY.mp3,plowboy,journey plowboy,it was a long journey but I did it,
877,LONG%20N'%20THIN.wav,tim,long thin,doug its just long and thin,
878,LONGEST%20AD%20EVER-IZZY.mp3,jason isringhausen,jason isringhausen ad,thats the longest advertisement,
879,LOOK%20AT%20ME%20I%20WORK%20OUT.mp3,charlie,charlie work out exercise ,look at me I work out,
880,LOOK%20IT%20UP.wav,plowboy,research plowboy,look it up bud,
881,LOOK%20AT%20DOUG%20FROM%20BEHIND-JAY%20JR.mp3,jay jr,behind jay jr,doug its good to see you always better to look at you from behind,
882,LOOK%20SVELTE.mp3,charlie,svelte charlie,you look svelte,
883,LOOKING%20FORWARD%20TO%20SEX%20WITH%20YOU.mp3,tim,sex,looking forward to having sex with you,
884,LOOSE%20SKIN.mp3,cat,loose skin ,lets be honest you have a lot of loose skin,
885,LORD%20HELP%20THEM%20GIRLS-DMITRI%20YOUNG.mp3,dmitri young,dmitri young,lord help them girls,
886,LOSE%20AND%20WIN.wav,trent dilfer,trent dilfer espn nfl,you cannot lose games in the nfl and still win,
887,LOSERS.mp3,mike matheny,losers,they are not losers,
888,LOSING%20MY%20HIGH.mp3,plowboy,high,cmon man im losing my high,
889,LOSING%20SIGNAL-ADAM.mp3,caller adam,adam signal,im losing the signal I gotta go,
890,LOST%20WEIGHT%20DOING%20NOTHING-LARRY.mp3,larry nickel,larry weight loss pounds,I lost 21 lbs by doing nothing,
891,LOT%20OF%20JOURNALISM.wav,doug,journalism,thats an awful lot of journalism,
892,LOT%20OF%20WOMEN.wav,prodjoe,prodjoe,a lot of the women get it thrown at them,
893,LOUD%20LIKE.wav,unknown woman,loud,real loud like,
894,LOVE%20'EM%20UP.mp3,tim,love,love em up,
895,LOVE%20NEW%20STYLE.mp3,Rich from Maryland Heights,rich style,I love your new style boys,
896,LOVE%20POORLY%20EDUCATED.mp3,donald trump,trump poorly educated,I love the poorly educated,
897,LOVE%20RAIDERS.mp3,charlie,raiders nfl charlie,st. louis loves the raiders,
898,LOVE%20RED%20MEAT.mp3,fitchick,meat fitchick,I love red meat,
899,LOVE%20THIS%20GUY.mp3,cat,cat love,I love this guy,
900,LOVE%20THOSE%20FRIES.wav,unknown woman,fries,I love those fries,
901,LOVE%20YOU%20BUDDY-JASON%20COLE.mp3,jason cole,love cole,have a great day buddy I love you ,
902,LOVEABLE%20GENTLEMAN.wav,tim,loveable gentleman ,hes a loveable gentleman,
903,LOVER%20OF%20LOVE.mp3,cat,lover,youre a lover of love are ya,
904,LOW%20BLOW.wav,unknown woman,lowblow,low blow,
