filename,speaker,tags,transcription,
DONTNEEDFRIEDCHICKEN-JOEROD.mp3,Joe Roderick,"joe roderick, chicken",I dont need fried chicken,
DONTTALKABOUTMYMOTHER.wav,plowboy,"plowboy, mother","thats a little overboard, you can say you can rub honey all over my body, but dont talk about my mother",
DONTTELLUS.wav,doug,tell,dont tell us what to do,
DONTUKNOW.wav,unknown man,"cat, know","what do you think cat, dont you know anything?",
DONTUSEHOOK.mp3,weezer,fish hook weezer,dont use a fish hook,
DONTWORRYDOUG.mp3,big al,"doug, worry",dont you worry about it doug,
DOORSICKBIGMAN.wav,john lackey,"sick, big man, lackey",sick big man mashup,
DOUBLEFRYFRIES.mp3,tim,double fried fries french sfw,they double fry them fries for ya,
DOUBLESIDEDDILDO.mp3,tim,dildo,double sided dildo,
DOUG=BLUSH.mp3,cat,blush,and doug made himself blush with that,
DOUGBITCHINGABOUTJOB.mp3,caller adam,"bitching, job","hey doug, everyone is tired if you bitching about your job",
DOUGBONDAGECAVE.wav,dennis hof,"dennis hof, bondage cage doug","what about doug, was he in the bondage cage?",
DOUGBREASTFEEDS-CAT.mp3,cat,"breast feeding, child","at what age did you stop breast feeding your children, doug?",
DOUGBROUGHTIT.wav,unknown man,stronger brought,doug brought it stronger,
DOUGDAMNIT.wav,tim,dammit,aw doug dammit,
DOUGDOESNOTHING.mp3,paul from wc,"paul, do nothing",you will put down all these professions when you do nothing,
DOUGFORREALZ.mp3,tim,for real,"doug, for the reals though is what you were saying during the commercial break",
DOUGFULLOFIT.mp3,charlie,full of it,doug youre full of it,
DOUGGETSROUGH.mp3,tim,"rough, mattress, sex","the temperpedic is a great mattress, its supported me and doug all night, and we get rough",
DOUGHANDS.wav,unknown woman,hands,"doug, you need to keep your hands to yourself",
DOUGHASDANDRUFF.mp3,charlie,"charlie, dandruff",isnt it embarasing when hot girls are massing your scalp and you get the dandruff everywhere,
DOUGILIKEYOU.mp3,cat,"cat, like","doug, I like you!",
DOUGI'MHOT.mp3,unknown man,hot,"hey doug, Im hot",
DOUGISHOT-JACKIE.mp3,jackie,"jackie, hot",doug is hot anyway,
DOUGISHOT.wav,cat,"doug, hot, cat",I think doug is hot,
DOUGISOLD.mp3,caller adam,"old, adam",doug youre so freaking old,
DOUGISPROCOCK.mp3,tim,caulk,doug is pro caulk,
DOUGISRIGHT.mp3,unknown man,right,guys like me and doug are right,
DOUGISTOASTOFTOWN.mp3,caller adam,"adam, toast, kmov",oh big guy has some special segment on channel 4 and hes the toast of the town now!,
DOUGMADEMESMILE-TIMBERFAKE.mp3,timberfake,"timberfake, smile",you make me smile today doug,
DOUGMYHERO.wav,unknown man,hero,dougs my hero,
DOUGNAUGHTY.mp3,mike lee,"naughty, mike lee, boy",hey doug you a naughty boy,
DOUGNOTRAVIOLIHEAD.mp3,larry nickel,"larry, ravioli head",doug is not a ravioli head,
DOUGONHISGAME.wav,joe strauss,strauss,I can tell doug is on his game today,
DOUGSAIDIT.wav,cat,doug,doug said it,
DOUGSATISFIED.mp3,prodjoe,old man,if the old man is satisfied everything is just fine,
DOUGSCREAMINGNAME.mp3,unknown man,scream,dougie I love it when you scream my name baby,
DOUGSHUTUP-LARRY.mp3,larry,shut up doug,doug doug shut up!,
DOUGSHUTYOURPIEHOLE.mp3,charlie,pie hole doug,doug why dont you shut your pie hole,
DOUGSTOPBEINGNERVOUS.mp3,unknown woman,nervous woman,doug stop being nervous,
DOUGSTOPWEARINGMOMJEANS.mp3,fit chick,fit chick mom jeans,doug you have a nice rear end but stop wearing those mom jeans,
DOUGSUCKIT.mp3,unknown man,suck it,"doug, suck it",
DOUGTHISISSOHOT-TIM.mp3,tim,hot ,"doug, this is so hot",
DOUGVAUGHNTOPJOURNALIST.mp3,unknown man,top journalist,you know I respect mr vaughn as a top journalist in the world,
DOUGWHATSWRONGWITHYOU.mp3,caller ellen,wrong ellen,oh my lord doug what is wrong with you,
DOUGWILLBEINMECHAMBERS.mp3,tim,chambers,doug youll be in me chambers,
DOUGWRONG.wav,unknown woman,wrong vaughn,doug vaughn is doug wrong,
DOUGYOUPLAYINGFOOTSIEWITHME.wav,charlie,footsie,doug are you playing footsie with me?,
DOUGYOU'RERIGHT-GOOLD.mp3,derrick goold,goold right,doug youre right,
DOUG'SABULL.mp3,jimmy the bull,jimmy the bull ,dougs a bull,
DOUG'SALIVE180.mp3,tim,lithe weight,dougs a lithe buck eighty,
DOUG'SDUMBASS(MIKELEE).mp3,mike lee,mike lee dumbass,hey doug you a dumbass!,
DOUG'SFANTASTIC-GOOLD.mp3,derrick goold,goold fantastic ,doug I think youre fantastic at what you do,
DOUG'SGUY.mp3,tim,guy,"wow, thats dougs guy",
DOUG'STHEWINNER.mp3,unknown woman,winner,Dougs the winner,
"DOUG,AHYES.mp3",tim,ah yes,"Doug ah yes, doug",
"DOUG,DON'TCONFORM.mp3",charlie,conform charlie,"Doug, I dont conform",
"DOUG,GOODLUCK.mp3",unknown man,good luck,Doug I just want to wish you good luck,
"DOUG,LOVE'EMUP.mp3",tim,love ,"Doug, love em up",
"DOUG,SAYSOMETHING.mp3",charlie,say something,Doug in the meantime why dont you say something,
DOUGLOOSENUP.wav,alpena,loosen up,doug loosen up a little bit,
DOUGRELAX.wav,alpena,relax,"Doug, relax",
DOUGSAPREDATOR.mp3,charlie,charlie predator,Dougs a predator,
DOUGSAGGRESIVE.mp3,timberfake,aggressive,Doug youre so aggressive,
DOUGSASS-JAYJR.mp3,jay jr,dougs ass,Is Dougs ass as good as people say,
DOUGSBUTTISA10.mp3,plowboy,plowboy butt dime,Dougs is the 10 and is the scale you judge other butts off of,
DOUGSDOOSIE.wav,cat,cat doosie,Dougs doosie,
DOUGSNICEBUTT.mp3,unknown man,butt,Doug ya got a nice butt!,
DOUGSPANTS-CAT.mp3,cat,cat pants,I dont remember putting Dougs pants on this morning,
DOUGSREFUGEE.wav,cat,refugee boy dungeon basement,Its like youre a refugee from Dougs basement!,
DOWNTOBANG.mp3,tim,bang,You know theyre down to bang!,
DREDGED.wav,unknown woman,dredged bacon syrup,Have you ever kind of dredged the bacon through the syrup,
DRESSEROTIC.mp3,unknown man,dress erotically ,I always dress erotically,
DRINKBEER-GETBOOTY.mp3,timberfake,timberfake sexy coffee booty beer,I drink sexy coffee drink beers and get booties,
DRINKSFROMTIT.mp3,unknown man,tit teet milk,she drinks from the teet,
DRIPONTHENIP.mp3,tim,nipple drip,sometimes a little drippin will get on my left nipple and ill go oh look,
DRIPPINGINSEX.mp3,tim,sex taste,doug youre dripping in sex can I taste it,
DROPITLIKEITSHOT.wav,larry,drop it like its hot ,yea you have to drop it like its hot doug,
DROPLOADSLIKEIGGY-TIMBERFAKE.mp3,timberfake,loads timberfake iggy,hey I dont drop loads I drop kenny strodes on em,
"DRUNK,HAMMERED.mp3",doug,drunk hammered,we were drunk we were hammered,
DRYRUB.wav,jeff abeln,dry rub,youre a gentleman who enjoys a nice dry rub every once in awhile,
DUCKBUTTER.wav,cat,duck butter,what is duck butter,
DUDEISAFRUIT-TIMBERFAKE.mp3,timberfake,fruit timberfake,"the dudes a fruit, man",
DUDESDIGME.mp3,unknown woman,dudes dig,a lot of dudes dig me,
DUETOGIRTH.wav,unknown man,girth,due to his girth,
DUH-TIMBERFAKE.mp3,timberfake,duh,duh,
DULLDOUG.wav,rudy,dull rudy,doug sounds kind of dull,
DUMBASSTEXT.mp3,jay jr,text dumb,read this dumb ass text,
EACHPREROGATIVE.mp3,larry nickel,prerogative,well that each persons prerogative,
EARNER.wav,cat,earner jhe cat,for awhile he was a good earner,
EASIERWITHGUY.wav,willy,easier gentleman,is it easier with a gentleman,
EDMONDSNAKEDBODIES.wav,edmonds,naked bodies edmonds,naked bodies,
ELEVATOR.mp3,doug,elevator ahyes ,elevator elevator it goes up it goes down ah yes elevator,
ELITESEED.mp3,unknown woman,seed cougar,just plowing through a bunch of dried up women in their late 30s who need some elite seed,
EMILLIOESTEVEZISHOT-CAT.mp3,cat,emilio estevez cute ,boy that emilio estevez if I werent straight I would go for him,
EMOTIONALFAN.mp3,caller adam,emotional adam,heaven forbid I would be excited or upset that my team was either losing or winning,
EMPLOYEES=BABY.mp3,tim,employees baby,I call all of my employees baby because I think its right,
ENJOYFRIENDLY'SFRIEDCHICKEN-TIMBERFAKE.mp3,timberfake,friendlys fried chicken timberfake,yo I do like that friendlys chicken though,
ENJOYLEGSNBUTTSALOT.mp3,janie the lesbian,legs butts janie lesbian,I enjoy legs and butts a lot,
ENJOYSTRONGHANDS.wav,doug,gentleman strong hands,I thought you enjoyed a gentleman with strong hands,
ENJOYSDABLING.mp3,tim,dabbling lesbian,well maybe the enjoys dabbling,
ENTERTAININGSTUFF.wav,joe strauss,wildly entertaining strauss sfw,wildy entertaining stuff guys,
ENTERTAININGTHECITY.mp3,andy hanselman,joe roderick entertain,joe roderick entertaining the city,
ESPANOL.mp3,cat,spanish,como gritas ejo boop,
EVERYBODYF'ING.wav,tim,erbody ,erbody effin haha ,
EVERYTHINGHEDOESISCOOL.mp3,cat,cool,everything this guy does is cool,
EWW.mp3,tim,eww,eww,
EXACTLY.wav,unknown man,exactly,exactly,
EXPLOSION.wav,sound effect,explosion,explosion ,
EXTRATIGHT.mp3,plowboy,tight plowboy,I like em extra tight,
EYELIDSSEEPING.wav,plowboy,eyelids,eyelids are seeping below the normal,
EYES=FRIES.wav,cat,fries cat,I can look into a mans eyes and know what kind of fries he likes,
FME.wav,tim,f me,f me,
FACEBAT-LARRY.mp3,larry nickel,facebat larry,via the facebat,
FACEBOOKFRIENDSARESTUPID.mp3,charlie,facebook friends stupid charlie,facebook friends are stupid,
FACEBOOKTWITTER.wav,larry,twitter facebook larry,im a good follow on twitter im a good follow on facebook,
FALLTIME(PITINO).wav,rick pitino,fall time pitino,fall time is here,
FAMILYPROUD.wav,tim,family proud,ah my familys proud,
FANOFEVERYTHING.wav,weezer,fan weezer,im a fan of everything,
FANOFTHECAT.mp3,unknown man,fan of the cat ,im a big fan of jimmy the cat hayes,
FANCIFULDEPICTION.wav,tim,fanciful depiction,fanciful depiction,
FANCYCUTS.wav,jeff abeln,fancy cuts,fancy cuts,
FANCYLAD.mp3,tim,fancy lad,well im a fancy lad,
FANTASTICSCENERY.mp3,plowboy,plowboy fantastic scenery pony,it is fantastic scenery out there,
FANTASYTEAM.mp3,joe strauss,fantasy strauss ,well I dont care hes on my fantasy team,
FATKIDSBELLYJIGGLING.mp3,charlie,fat kid belly jiggling charlie,isnt it funny to see a fat kid with his belly jiggling,
FEELENTITLED.wav,unknown man,entitled,well I feel entitled ,
FEELGOODHAHA.wav,unknown man,feel good,I feel good haha,
FEELSEDUCTIVE.mp3,tim,seductive,do you guys feel seductive ,
FEELINGHOT.wav,willy,willy hot,im feeling hot tonight dolly,
FEWPOSITIONS.wav,willy,positions,I was in a few positions,
FFF.wav,denny,foot fetish Friday fff,a foot fetish Friday,
FIFAFIFA.wav,prodjoe,fifa soccer joe,fifa fifa,
FIGHTFORMEBOYS.mp3,tim,fight boys,fight for me boys,
FILTHYLEMMING.mp3,cat,filthy lemming,you disgustingly filthy lemming,
FINALLYAGOODQUESTION.mp3,doug,good question,finally we ask a good question,
FINEPRESENTATION.wav,larry nickel,fine presentation larry,this show is a fine presentation,
FINEWITHME.wav,tim,fine with me,fine with me,
FINGERINADYKE.mp3,tim,finger dyke,finger in the dyke,
FINGERINCHESTS.mp3,tim,finger in chests,I like to put my finger in chests,
FINISHONMYFACE.mp3,unknown man,finish on face,tim finished on my face,
FINNABERICH.wav,tim,finna be rich,we finna be rich,
FINNABETURNED.mp3,tim,finna be turned,someone finna be turned,
FIRSTIMPRESSIONROSE.mp3,doug,bachelorette first impression rose,do you know how emotional it is when a girl gives a guy a first impression rose,
FISCALSENSE.mp3,charlie,fiscal sense,thats why it makes fiscal sense,
FLIPSWITCH.wav,charlie,flip switch,flip the switch,
FLOUNCEWITHME.mp3,tim,flounce bounce with me,flounce with me,
FLUBBEDUP.wav,plowboy,flubbed up,I flubbed up,
FMRADIO-CALLERADAM.mp3,caller adam,fm adam,I cannot believe this is on fm now,
FOLLOWCATONTWITTER.mp3,larry nickel,cat twitter larry,you can follow the cat on twitter at the cat on fox,
FOOTFETISH-JAYJR.mp3,jay jr,foot fetish jay,people think that sometimes I have a foot fetish,
FORREAL.wav,unknown man,real,for real,
FORREALSIES.wav,willy,realsies,for realsies,
FORCEDTHISDOWNHERTHROAT.wav,plowboy,forced down throat,its like I just forced this down her throat,
FOURINCHES.mp3,jeff abeln,four inches abeln,what about four inches,
FOURSOME.mp3,charlie,foursome,we had a foursome,
FOX2=PHD.mp3,charlie,fox phd journalism,dont you think working for the 2 fox is more prestigious than getting a phd,
FRANKHITONME.mp3,unknown man,frank,franks been in before hes hit on me,
FRANKHOWAREYOU-KROENKE.mp3,stan kroenke,frank kroenke ,frank how are you today,
FRANKTHINKINGOFRENE.mp3,frank cusumano,frank rene,ooh gosh thats sick im thinking of Rene right now,
FRANKTHOMASMETS.wav,Frank Thomas,mets frank thomas world series,mets have nothing to hold their heads down for except they didnt play that well and they gave away this world series,
FRANKUPNEXT.mp3,tim,frank,franks up next,
FRANK-DOUGSMALLJOHNSON.mp3,frank cusumano,frank ego johnson,frank would you say this statement is accurate big ego small johnson I cant confirm nor deny,
FRANK-GAYPORN.mp3,frank cusumano,gay porn frank,this looks like gay porn here,
FRANKSTESTICLE.mp3,frank cusumano,frank left testicle,what if I had my left testicle out and I was handing you a beer,
FRAUD.mp3,unknown man,fraud,youre a fraud,
FREAKSROLLWITHME.mp3,tim,freak roll with me,ay if you roll with me you gotta be a freak,
FREEDOTEM-HRABE.mp3,chris hrabe,hrabe free dotem,free dotem,
FREEDOTEM-VASGERSIAN.mp3,matt vasgersion,free dotem vasgersian,good talking to you guys free dotem,
FREEDOTEM.mp3,unknown man,free dotem,free dotem,
FREESPEECHNBOOZE.mp3,clay travis,clay travis boobs,I love two things the first amendment and boobs,
FRESHMEAT.mp3,tim,fresh meat,how sweet fresh meat,
FRIESBEFOREGUYS.mp3,tim,fries guys,fries before guys,
FRIESNGRAVY.wav,cal may,french fries gravy,your french fries and gravy sir,
FRIES.wav,unknown man,waffle fries sfw,what about the waffle fries?,
FRIES=SEXYYEILD.mp3,timberfake,sexy yield fries timberfake,my fries have sexy yield by the way,
FRISKYLESBO.mp3,jay jr,frisky lesbo jay,shes a frisky lesbo,
FROTHY.mp3,unknown man,frothy,im frothy today,
"FRUITIEST,CHEWIEST.mp3",plowboy,fruity chewy,theyre the fruitiest and the chewiest,
FRUITIEST.mp3,cat,fruitiest ,well I think youre the fruitiest,
FRYCONNOISSEUR.wav,unknown woman,fry connoisseur,I consider myself a fry connoisseur,
FRYKNOWLEDGE.wav,cat,fry knowledge,are you at all impressed at all by our fry knowledge,
FRYORBROWNEYE.mp3,unknown man,fry brown eye,would you rather eat a fry or my brown eye,
FUGLYDORK.mp3,tim,fugly dork chicken,youre a fugly dork that steals chicken,
FULLMAST.mp3,joe roderick,full mast roderick,joe doesnt even have me at full mast,
FUNNIN'.wav,cat,funnin ,I was just funnin,
FUNNYISGOOD.mp3,cat,funny is good,funny is good,
Fixings.wav,kenny powers,fixings kenny powers,oooo were gonna have a lot of fixins,
GAMBLEANDBOOZE-CHARLIE.mp3,charlie,gamble and booze charlie,ya gotta gamble and booze,
GAMEPLAN.wav,unknown man,game plan,it actually comes down to the game plan,
GANGBANG.mp3,jay jr,gang bang jay,sounds like a gang bang to me,
GANGEDUPON.mp3,charlie,ganged up,ive been the one whos been ganged up on,
GANGSTER.wav,doug,gangster ,I dont think its that gangster,
GANJAGARDENGURU.mp3,cat,ganja garden guru,ganja garden guru,
GARBAGE.wav,unknown man,garbage,this is garbage,
GARYPINKEL.wav,gary pinkel,gary pinkel,ok guys thank you,
GAYDAUGHTER-ADAM.mp3,caller adam,daughter gay adam lesbian,I dont care if my daughter is gay,
GAYFORDOUG.mp3,ray king,gay ray king,im gay for doug,
GAYNSTRAIGHT.mp3,cat,gay straight cat,hes fine with being gay except he happens to be straight,
GAYONAIR.mp3,timberfake,timberfake gay on air,can I say gay on air,
GAYPAGE-TIMBERFAKE.mp3,timberfake,timberfake gay page,put em on your little gay page,
GAYPORN.mp3,tim,porn gay,like sometimes I wanna watch gay porn sometimes I wanna watch straight porn ok fine,
GAYSEXISFUN.mp3,tim,gay sex,gay sex is fun,
GAYSEX.mp3,tim,gay sex,just for the gay sex,
GENDERTRANSFORMATION.mp3,doug,gender transformation tranny,is this the first step towards gender transformation,
GENERALTSO'S.mp3,willy,general tso,general tso general tao,
GENIUSES.wav,unknown man,genius,hey geniuses ,
GENTLEMANANDDOUG.mp3,unknown woman,hello,hello gentleman and doug,
GENTLEMAN.wav,weezer,gentleman,im a gentleman,
GENTLEMANSLOVE.mp3,tim,gentlemans love,I will see a gentlemans love,
GETACOUGAR.wav,willy,cougar willy,it is the place you want to be to get yourself a cougar,
GETALIFE.wav,natty nate,natty nate get a life,get a life dude,
GETANEWSHTICK-ADAM.mp3,caller adam,schtick adam,get a new schtick idiot,
GETANYGIRLIWANT.mp3,timberfake,playbaby girl timberfake,im the playbaby I get any girl I want,
GETCERTIFIED.mp3,tim,certified,lets get certified baby,
GETDRUNK-LARRY.wav,larry nickel,drunk larry,uh get drunk,
GETINTHERE.wav,tim,get in there,get in there boys,
GETINTHESEUNDIES.mp3,tim,get in these drawers undies,its not tough to get into these drawers though,
GETITUPQUICK.mp3,tawnee,get that up tawnee,how quickly do you need to get that up,
GETLAIDBROTHER-TIMBERFAKE.mp3,timberfake,get laid timberfake,I just sit back and get laid brother,
GETONBASE.mp3,tim,get on base,gotta get on base there,
GETOUTTAHERE.wav,unknown man,get outta here,get the hell outta here,
GETSCREWED.mp3,prodjoe,get screwed joe,get screwed,
GETTHEW-CHARLIE.mp3,charlie,football run charlie,if you can run the football and you can stop the run you have a good chance of getting the w,
GETTHISGUYOFF.wav,cat,get off guy cat,get this guy off,
GETTHOSECONDOMS-CHASER.mp3,kelly chase,condoms doug chase,doug you make sure you go out and get those condoms,
GETUSASLURPY.mp3,joe strauss,strauss,go get us a slurpy cause hey were trying hard,
GETTINGGOOD.wav,unknown man,getting good,youre getting good at this,
GETTINGOWNED.wav,charlie,owned charlie,youre getting owned right now,
GETTINGWITHBLACKGUYS.mp3,plowboy,black gentleman plow,you are interested in getting with a black gentleman,
GIDDYUP.wav,unknown man,giddy up,giddy up guys,
GIRLSAREHOT.wav,unknown woman,girls hot lesbian,girls are hot,
GIVEMEAHUG.mp3,cat,cat hug,come here and give me a hug,
GLADYOUASKEDJIM.mp3,unknown woman,jim glad you asked,well jim im glad you asked,
GLICKWEB.wav,jiminy glick ,jiminy glick tangled web,oh what a tangle web weve weaved,
GLORYHOLEFACEBOOK.mp3,larry nickel,facebook larry gloryhole,I posted a picture on facebook about a glory hole,
GLORYHOLESAREREAL.mp3,larry nickel,gloryholes larry,gloryholes are real,
GOBLUENOTE.mp3,unknown man,go blues,go blue note,
GOPACK.wav,plowboy,packers plow,go pack,
GOSEAHAWKS.mp3,unknown man,seahawks,go seahawks,
GOSUCKIT.mp3,unknown man,suck it,well they can go suck it,
GODBLESS(RONDO).wav,rondo,butch jones tennessee rondo,god bless butch jones and god bless charlie daniels,
GODTHATSUCKED.wav,unknown man,sucked,god that sucked,
GOINGGETSTOUGH.mp3,unknown man,going tough,when the going gets tough the tough get going,
GOINGTOBEAPONYSHOW-LARRY.mp3,larry nickel,pony show larry,yea I knew it was going to be a pony show,
GOITERSITUATION.mp3,cat,goiter cat,weve got a goiter situation ,
GOLDBERGCUP(I-70SERIES).mp3,cat,goldberg cup,some say this is the i70 showdown I call it the goldberg cup,
GOLFCLUBS.mp3,doug,golf clubs ,hes got all the clubs in the sack,
GONNADO.wav,unknown man,gonna do,whats you gonna do,
GOOCH.wav,plowboy,gooch plowboy,gooch,
GOODDEAL.mp3,plowboy,deal,ok good deal,
GOODFORYOU.mp3,cat ,good for you cat sfw,good for you,
GOODJOBJIMMY.mp3,unknown man,good job jimmy,good job jimmy,
GOODLUCK.wav,charlie,good luck charlie,tel em good luck,
GOODMATH-LARRY.mp3,larry nickel,math larry,good math doug,
GOODMORNING-MO.mp3,john mozeliak,john mozeliak morning,good morning,
GOODONE.mp3,unknown man,good one,haha good one,
GOODQUESTIONDOUG.mp3,rick hummel ,good question hummel,good question doug,
GOODQUESTION-WAINO.mp3,adam wainwright,good question wainwright,no thats a very good question,
GOODREADTIM.mp3,janie the lesbian,janie good read,tim I think thats a good read,
GOODSHAPE.wav,douglas,shape douglas,are we in good shape,
GOODSHOW.mp3,tim,good show,this is the ryan kelley morning after some say its a good show,
GOODIES.wav,plowboy,goodies,all of our goodies,
GOTACARPORT.mp3,unknown man,carport,well I have a carport,
GOTATASTE.wav,willy,taste,you got a taste and now you want more,
GOTANYTHINGELSEFORME.mp3,gabe dearmond ,gabe anything else,tim jim you guys got anything else,
GOTFITCHICKSNUMBER.mp3,larry nickel,fitchick larry,I got fitchicks number I can text her whenever I want her to come over,
GOTITORNOT.mp3,unknown man,got it ,you either got it or you dont man,
GOTTAGOTOWORK.mp3,unknown woman,gotta work,im sorry guys I gotta go to work,
GOTTALOVE'EMUP.mp3,cat,love em up,you gotta love em up,
GOTTARUN-ELLEN.mp3,caller ellen,gotta run ellen,well fellas gotta run,
GRANDKIDSWATCHINGDOUG.mp3,paul from wc,paul weekend sports,my grandkids are going to be watching you doing weekend sports,
GRANDMOTHERSBREATH.mp3,jay jr,jay grandmother,shes stronger than grandmothers breath,
GRAYSEXUAL.mp3,unknown man,graysexual ,graysexual to me is someone who is between asexual and someone who is sexual,
GREATDAY.mp3,plowboy,great day plowboy,its gonna be a great day,
GREATJOB.mp3,unknown man,great job,well youre doing a great job on that program,
GRIKICH.mp3,unknown man,grikich grichuk,grikich,
GRINDERSANDMUCKERS.wav,wayne gretzky ,grinders muckers,the grinders the muckers,
GRIPYOURSEED.mp3,tim,seed grip,ill grip onto your seed bro,
GRUNT.wav,unknown man,grunt,grunt noise,
GUNSN'BUTTER.mp3,tim,guns butter,guns and butter baby guns and butter,
GUYGETSRAPED.mp3,steve in wildwood,guy raped,watching that one guy get raped,
GUYISATTRACTIVE.mp3,charlie,charlie guy attractive,that guy is attractive doug,
GUYMAKESMEWET.mp3,tim,wet guy,this guy makes me wet,
GUYSARETIGHT.wav,unknown man,tight,you guys are tight,
GUYSHITONME.mp3,tim,hit on me,I like when guys hit on me,
GUYSPLAY.wav,tim,guys play ,guys like to play with each other,
GUYSWANNABANGYOU.mp3,tim,guys bang,a lot of guys wanna bang you,
GabeTalkingToMe.wav,gabe dearmond ,talking ,talking to me,
GlickEurope.wav,jiminy glick ,europe jiminy,they say hes even popular in europe,
HAHAHA.wav,unknown man,ha ha ha ,ha ha ha,
HADAGENTLEMAN.wav,Rich from Maryland Heights,rich gentleman,I just had a gentleman,
HAENCHENFAN.mp3,cat,haenchen,ive been a haenchen fan since 1984,
HAHAOK.wav,unknown woman,ha ok,ha ha ok,
HAHASORRY.mp3,unknown man,sorry,haha sorry,
HAIR=BEAR.wav,willy,bear,I dont think you need to have hair to be a bear,
HANDLINGYOURSELF.mp3,tim,handling lounge masterbate,what are you doing are you in a lounge chair handling yourself,
HANDSANDKNEES.mp3,unknown man,wwe hands knees apologize,get down on your hands and knees and apologize,
HANDSINTHERE.wav,doug,hands ,wouldnt you feel the hands up in there,
HANGINGUP.wav,unknown man,hanging up,hanging up,
HANKORINGFORSOMEWEEN.mp3,tim,hankoring ween,I just had a hankoring for some ween,
HAPPYGILMORE.wav,unknown man,happy gilmore sfw,happy gilmore accomplished that feat no more than an hour ago,
HARDANDDEEP.wav,cat,hard deep cat,looking hard and deep,
HARDTOKICK.mp3,plowboy,plowboy kick,its a hard one to kick,
HARDCOREBUSCHLIGHTDRINKER.mp3,ryan kelley,busch light kelly,im a hardcore busch light drinker,
HASHYSANDY.wav,plowboy,hashy sandy,hashy sandy,
"HATEUS,AIN'TUS.mp3",joe roderick,hate aint roderick,the hate us cuz they aint us,
HAVEJUSTEATEN.mp3,charlie,eaten charlie,I had just eaten im not going to lie,
HAVENTSEENTHOSESTATS.mp3,tim,stats ,I havent seen those stats,
HEHEHE.wav,unknown man,hee,hee hee hee hee ,
HEISSPRUNG.mp3,cat,sprung,he is sprung,
HEPLAYEDYOU.mp3,charlie,played charlie,he played you,
HEWASADORABLE-BENJAMIN.mp3,benjamin hochman,adorable hochman,he was adorable,
HE'SHOT(HITCH).wav,ken hitchcock,hitchcock hot,I dont know that hes hot,
HE'SREALLYGOOD.mp3,prodjoe,good prodjoe,hes really good,
HEADFIRST.wav,unknown man,headfirst,you have to go head first,
HEADINGLORYHOLE-LARRY.mp3,larry nickel,larry gloryhole,he can go stick his head in a gloryhole,
HEARINGAID.mp3,unknown man,hearing aid deaf,you need a hearing aid,
HEAVYGAYEMPHASIS.mp3,doug,gay,heavy gay emphasis ,
HEAVYPETTEDHER.wav,tim,heavy petting petted,I heavy petted her,
HEGONECHARLIE.wav,charlie,he gone charlie,he gone,
HELLNO.wav,Rich from Maryland Heights,hell rich,hell no,
HELLOFIDEA.wav,plowboy,idea plowboy,that is one hell of an idea buddy,
HELLODOUG.wav,caller ellen,hello ellen,well hello doug,
HELLOI'MLEAVING.mp3,unknown woman,leaving ,hello im leaving,
HELLONEIGHBOR.wav,unknown man,neighbor,hello neighbor,
HERECOMESBIGMAN.wav,dan mac,big man dan,here comes the big man,
HEROINUPASS.mp3,tim,drug mule heroin,I usually have a baloon of heroin up my ass,
HESGOTUPS.wav,doug,ups jump,hes got ups,
HEYBROAD.wav,charlie,charlie broad,hey broad,
HEYDOCTAKEALOOKOVERHERE.mp3,charlie,doc look charlie,hey doc why dont you take a look over here,
HEYDOUG(WHISPER).mp3,charlie,hey doug charlie,hey doug,
HEYGAL.mp3,doug,hey gal,hey gal,
HEYHEY.wav,unknown woman,hey,hey hey,
HEYMISTER.mp3,willy,mister willy,hey mister,
HEYMAN-TRALALALA.mp3,unknown man,tra la,tra la la la,
HII'MDARIN.mp3,plowboy,darin spring training,hi im darin great to meet you,
HIYOUGUYS.wav,unknown woman,hi,hi you guys,
HIDEYOURGAY.mp3,tim,hide gay mason dixon,usually below south of the mason dixon line you have to at least hide your gay,
HIRETWINKS.wav,tim,twinks hire,I do like to hire twinks,
HISSYTANTRUM.mp3,plowboy,hissy tantrum,just a big ol hissy trantrum,
HITTHENAILCAT.mp3,larry nickel,nail on head larry,you hit the nail on the head cat,
HITTING'SHARD.mp3,unknown man,hitting,hittings hard,
HOCKEYGODS.mp3,ken hitchcock,hockey gods hitchcock blues,hockey gods took care of us,
HOESINSTABLE.mp3,timberfake,timberfake hoes in stable phillies paddock,I got a lot of hoes in my stable,
HOLLAATYOBOY.mp3,doug,manchild holla holler at yo your boy,holla at yo boy,
HOLLIDAYASROSIE.wav,matt holliday ,holliday rosenthal ,ill be a starter soon I just gotta tell mike,
HOLLIDAY-GREATRADIOSHOW.mp3,matt holliday ,holliday radio,hes got that amazing radio show,
HONORTOSPEAKWITHTIM.mp3,unknown man,lemming honor ,first thing is what a privelidge it is to speak with tim mckernan,
HOOSIERSAHOOSIER.mp3,cat,hoosier,I think a hoosier is a hoosier no matter where you are geographically,
HORNY.mp3,unknown man,horny,im horny,
HORRENDOUSPRESENTATION.wav,doug,horrendous presentation,this is such a horrendous presentation,
HOSTSALLCURIOUS.mp3,tim,curious host gay,every host of this show sounds to be at the very least curious,
HOTAIR.mp3,charlie,hot air charlie,all the hot air coming out of your mouth,
HOTBODINHOTBIKINI.mp3,unknown man,hot bod bikini ,not to mention her hot bod that looks hot in a bikini,
HOTBROADS.mp3,janie the lesbian,hot broads,theres a lot of hot broads out there,
